,fileNameAsDelivered,scientificName,MCQ_Prompt
0,American_Crow_0053_25203.jpg,Corvus brachyrhynchos,"What is scientific name of Bird in the image?

Options: A)Leiothlypis ruficapilla, B)Corvus brachyrhynchos, C)Icterus galbula, D)Geothlypis formosa.

Write the answer after writing ""The answer is:"""
1,American_Crow_0101_25118.jpg,Corvus brachyrhynchos,"What is scientific name of Bird in the image?

Options: A)Corvus brachyrhynchos, B)Geothlypis philadelphia, C)Passerina caerulea, D)Larus argentatus.

Write the answer after writing ""The answer is:"""
2,Fish_Crow_0058_25999.jpg,Corvus ossifragus,"What is scientific name of Bird in the image?

Options: A)Corvus ossifragus, B)Zonotrichia albicollis, C)Passerina caerulea, D)Setophaga cerulea.

Write the answer after writing ""The answer is:"""
3,Fish_Crow_0024_26064.jpg,Corvus ossifragus,"What is scientific name of Bird in the image?

Options: A)Leiothlypis celata, B)Icterus galbula, C)Corvus ossifragus, D)Vireo atricapilla.

Write the answer after writing ""The answer is:"""
4,Fish_Crow_0023_26037.jpg,Corvus ossifragus,"What is scientific name of Bird in the image?

Options: A)Setophaga magnolia, B)Vireo atricapilla, C)Corvus ossifragus, D)Icterus cucullatus.

Write the answer after writing ""The answer is:"""
5,Common_Raven_0095_101831.jpg,Corvus corax,"What is scientific name of Bird in the image?

Options: A)Setophaga tigrina, B)Corvus corax, C)Larus californicus, D)Geothlypis trichas.

Write the answer after writing ""The answer is:"""
6,White_Necked_Raven_0006_797347.jpg,Corvus albicollis,"What is scientific name of Bird in the image?

Options: A)Vireo olivaceus, B)Leiothlypis peregrina, C)Passerina cyanea, D)Corvus albicollis.

Write the answer after writing ""The answer is:"""
7,Fish_Crow_0083_25949.jpg,Corvus ossifragus,"What is scientific name of Bird in the image?

Options: A)Passerina cyanea, B)Icterus galbula, C)Larus occidentalis, D)Corvus ossifragus.

Write the answer after writing ""The answer is:"""
8,American_Crow_0111_25127.jpg,Corvus brachyrhynchos,"What is scientific name of Bird in the image?

Options: A)Icterus cucullatus, B)Passerina amoena, C)Spizella breweri, D)Corvus brachyrhynchos.

Write the answer after writing ""The answer is:"""
9,Common_Raven_0091_101524.jpg,Corvus corax,"What is scientific name of Bird in the image?

Options: A)Vireo philadelphicus, B)Leiothlypis celata, C)Corvus corax, D)Spizella breweri.

Write the answer after writing ""The answer is:"""
10,American_Crow_0031_25433.jpg,Corvus brachyrhynchos,"What is scientific name of Bird in the image?

Options: A)Corvus brachyrhynchos, B)Zonotrichia albicollis, C)Icterus parisorum, D)Spizella pallida.

Write the answer after writing ""The answer is:"""
11,White_Necked_Raven_0065_797354.jpg,Corvus albicollis,"What is scientific name of Bird in the image?

Options: A)Zonotrichia querula, B)Spizella passerina, C)Corvus albicollis, D)Larus heermanni.

Write the answer after writing ""The answer is:"""
12,Fish_Crow_0055_26077.jpg,Corvus ossifragus,"What is scientific name of Bird in the image?

Options: A)Vireo gilvus, B)Leiothlypis peregrina, C)Corvus ossifragus, D)Passerina amoena.

Write the answer after writing ""The answer is:"""
13,Common_Raven_0054_101750.jpg,Corvus corax,"What is scientific name of Bird in the image?

Options: A)Passerina caerulea, B)Geothlypis philadelphia, C)Corvus corax, D)Setophaga tigrina.

Write the answer after writing ""The answer is:"""
14,Fish_Crow_0002_26072.jpg,Corvus ossifragus,"What is scientific name of Bird in the image?

Options: A)Spizella pusilla, B)Zonotrichia leucophrys, C)Passerina amoena, D)Corvus ossifragus.

Write the answer after writing ""The answer is:"""
15,White_Necked_Raven_0016_797385.jpg,Corvus albicollis,"What is scientific name of Bird in the image?

Options: A)Vireo gilvus, B)Larus occidentalis, C)Setophaga castanea, D)Corvus albicollis.

Write the answer after writing ""The answer is:"""
16,White_Necked_Raven_0034_102598.jpg,Corvus albicollis,"What is scientific name of Bird in the image?

Options: A)Leiothlypis celata, B)Corvus albicollis, C)Zonotrichia querula, D)Setophaga pinus.

Write the answer after writing ""The answer is:"""
17,American_Crow_0043_25666.jpg,Corvus brachyrhynchos,"What is scientific name of Bird in the image?

Options: A)Passerina amoena, B)Corvus brachyrhynchos, C)Icterus cucullatus, D)Zonotrichia leucophrys.

Write the answer after writing ""The answer is:"""
18,White_Necked_Raven_0056_797373.jpg,Corvus albicollis,"What is scientific name of Bird in the image?

Options: A)Setophaga caerulescens, B)Passerina cyanea, C)Zonotrichia albicollis, D)Corvus albicollis.

Write the answer after writing ""The answer is:"""
19,Common_Raven_0024_101394.jpg,Corvus corax,"What is scientific name of Bird in the image?

Options: A)Corvus corax, B)Spizella passerina, C)Setophaga magnolia, D)Passerina ciris.

Write the answer after writing ""The answer is:"""
20,Mourning_Warbler_0062_166531.jpg,Geothlypis philadelphia,"What is scientific name of Bird in the image?

Options: A)Larus argentatus, B)Icterus spurius, C)Geothlypis philadelphia, D)Zonotrichia leucophrys.

Write the answer after writing ""The answer is:"""
21,Kentucky_Warbler_0013_165228.jpg,Geothlypis formosa,"What is scientific name of Bird in the image?

Options: A)Leiothlypis celata, B)Icterus galbula, C)Corvus ossifragus, D)Geothlypis formosa.

Write the answer after writing ""The answer is:"""
22,Mourning_Warbler_0064_166447.jpg,Geothlypis philadelphia,"What is scientific name of Bird in the image?

Options: A)Passerina cyanea, B)Setophaga pinus, C)Geothlypis philadelphia, D)Zonotrichia leucophrys.

Write the answer after writing ""The answer is:"""
23,Mourning_Warbler_0011_795380.jpg,Geothlypis philadelphia,"What is scientific name of Bird in the image?

Options: A)Icterus parisorum, B)Passerina caerulea, C)Setophaga ruticilla, D)Geothlypis philadelphia.

Write the answer after writing ""The answer is:"""
24,Mourning_Warbler_0073_166524.jpg,Geothlypis philadelphia,"What is scientific name of Bird in the image?

Options: A)Geothlypis philadelphia, B)Corvus brachyrhynchos, C)Vireo atricapilla, D)Larus schistisagus.

Write the answer after writing ""The answer is:"""
25,Kentucky_Warbler_0023_165247.jpg,Geothlypis formosa,"What is scientific name of Bird in the image?

Options: A)Spizella pallida, B)Vireo atricapilla, C)Geothlypis formosa, D)Larus schistisagus.

Write the answer after writing ""The answer is:"""
26,Common_Yellowthroat_0104_190489.jpg,Geothlypis trichas,"What is scientific name of Bird in the image?

Options: A)Corvus corax, B)Passerina caerulea, C)Vireo flavifrons, D)Geothlypis trichas.

Write the answer after writing ""The answer is:"""
27,Kentucky_Warbler_0048_165360.jpg,Geothlypis formosa,"What is scientific name of Bird in the image?

Options: A)Spizella pusilla, B)Corvus corax, C)Zonotrichia querula, D)Geothlypis formosa.

Write the answer after writing ""The answer is:"""
28,Mourning_Warbler_0008_166467.jpg,Geothlypis philadelphia,"What is scientific name of Bird in the image?

Options: A)Spizella passerina, B)Zonotrichia albicollis, C)Vireo griseus, D)Geothlypis philadelphia.

Write the answer after writing ""The answer is:"""
29,Common_Yellowthroat_0004_190606.jpg,Geothlypis trichas,"What is scientific name of Bird in the image?

Options: A)Geothlypis trichas, B)Leiothlypis celata, C)Larus glaucescens, D)Icterus spurius.

Write the answer after writing ""The answer is:"""
30,Kentucky_Warbler_0080_165351.jpg,Geothlypis formosa,"What is scientific name of Bird in the image?

Options: A)Spizella pallida, B)Leiothlypis ruficapilla, C)Geothlypis formosa, D)Larus argentatus.

Write the answer after writing ""The answer is:"""
31,Kentucky_Warbler_0012_795875.jpg,Geothlypis formosa,"What is scientific name of Bird in the image?

Options: A)Leiothlypis celata, B)Passerina cyanea, C)Geothlypis formosa, D)Zonotrichia querula.

Write the answer after writing ""The answer is:"""
32,Mourning_Warbler_0083_795376.jpg,Geothlypis philadelphia,"What is scientific name of Bird in the image?

Options: A)Leiothlypis celata, B)Vireo solitarius, C)Geothlypis philadelphia, D)Icterus cucullatus.

Write the answer after writing ""The answer is:"""
33,Mourning_Warbler_0039_166546.jpg,Geothlypis philadelphia,"What is scientific name of Bird in the image?

Options: A)Larus delawarensis, B)Vireo solitarius, C)Zonotrichia albicollis, D)Geothlypis philadelphia.

Write the answer after writing ""The answer is:"""
34,Mourning_Warbler_0049_166469.jpg,Geothlypis philadelphia,"What is scientific name of Bird in the image?

Options: A)Geothlypis philadelphia, B)Leiothlypis peregrina, C)Spizella pusilla, D)Corvus albicollis.

Write the answer after writing ""The answer is:"""
35,Kentucky_Warbler_0002_795886.jpg,Geothlypis formosa,"What is scientific name of Bird in the image?

Options: A)Vireo solitarius, B)Icterus galbula, C)Geothlypis formosa, D)Spizella pusilla.

Write the answer after writing ""The answer is:"""
36,Mourning_Warbler_0072_795379.jpg,Geothlypis philadelphia,"What is scientific name of Bird in the image?

Options: A)Icterus cucullatus, B)Corvus ossifragus, C)Geothlypis philadelphia, D)Setophaga magnolia.

Write the answer after writing ""The answer is:"""
37,Common_Yellowthroat_0029_190403.jpg,Geothlypis trichas,"What is scientific name of Bird in the image?

Options: A)Corvus brachyrhynchos, B)Zonotrichia albicollis, C)Larus heermanni, D)Geothlypis trichas.

Write the answer after writing ""The answer is:"""
38,Mourning_Warbler_0056_166476.jpg,Geothlypis philadelphia,"What is scientific name of Bird in the image?

Options: A)Passerina amoena, B)Vireo gilvus, C)Corvus brachyrhynchos, D)Geothlypis philadelphia.

Write the answer after writing ""The answer is:"""
39,Mourning_Warbler_0054_795387.jpg,Geothlypis philadelphia,"What is scientific name of Bird in the image?

Options: A)Icterus parisorum, B)Geothlypis philadelphia, C)Vireo solitarius, D)Leiothlypis peregrina.

Write the answer after writing ""The answer is:"""
40,Baltimore_Oriole_0042_87216.jpg,Icterus galbula,"What is scientific name of Bird in the image?

Options: A)Icterus galbula, B)Geothlypis philadelphia, C)Spizella pallida, D)Zonotrichia albicollis.

Write the answer after writing ""The answer is:"""
41,Baltimore_Oriole_0038_87083.jpg,Icterus galbula,"What is scientific name of Bird in the image?

Options: A)Geothlypis philadelphia, B)Passerina caerulea, C)Leiothlypis peregrina, D)Icterus galbula.

Write the answer after writing ""The answer is:"""
42,Hooded_Oriole_0067_90416.jpg,Icterus cucullatus,"What is scientific name of Bird in the image?

Options: A)Icterus cucullatus, B)Zonotrichia albicollis, C)Geothlypis philadelphia, D)Setophaga castanea.

Write the answer after writing ""The answer is:"""
43,Hooded_Oriole_0004_91057.jpg,Icterus cucullatus,"What is scientific name of Bird in the image?

Options: A)Spizella pallida, B)Passerina cyanea, C)Icterus cucullatus, D)Larus heermanni.

Write the answer after writing ""The answer is:"""
44,Hooded_Oriole_0107_89985.jpg,Icterus cucullatus,"What is scientific name of Bird in the image?

Options: A)Icterus cucullatus, B)Passerina cyanea, C)Zonotrichia albicollis, D)Corvus brachyrhynchos.

Write the answer after writing ""The answer is:"""
45,Orchard_Oriole_0044_91360.jpg,Icterus spurius,"What is scientific name of Bird in the image?

Options: A)Icterus spurius, B)Geothlypis philadelphia, C)Passerina amoena, D)Vireo gilvus.

Write the answer after writing ""The answer is:"""
46,Scott_Oriole_0063_795812.jpg,Icterus parisorum,"What is scientific name of Bird in the image?

Options: A)Leiothlypis celata, B)Zonotrichia albicollis, C)Icterus parisorum, D)Passerina caerulea.

Write the answer after writing ""The answer is:"""
47,Hooded_Oriole_0125_90382.jpg,Icterus cucullatus,"What is scientific name of Bird in the image?

Options: A)Zonotrichia querula, B)Leiothlypis ruficapilla, C)Icterus cucullatus, D)Corvus brachyrhynchos.

Write the answer after writing ""The answer is:"""
48,Baltimore_Oriole_0126_89651.jpg,Icterus galbula,"What is scientific name of Bird in the image?

Options: A)Zonotrichia albicollis, B)Spizella pusilla, C)Icterus galbula, D)Leiothlypis peregrina.

Write the answer after writing ""The answer is:"""
49,Orchard_Oriole_0035_92003.jpg,Icterus spurius,"What is scientific name of Bird in the image?

Options: A)Icterus spurius, B)Geothlypis philadelphia, C)Leiothlypis ruficapilla, D)Zonotrichia leucophrys.

Write the answer after writing ""The answer is:"""
50,Baltimore_Oriole_0109_87398.jpg,Icterus galbula,"What is scientific name of Bird in the image?

Options: A)Geothlypis trichas, B)Corvus brachyrhynchos, C)Icterus galbula, D)Passerina amoena.

Write the answer after writing ""The answer is:"""
51,Scott_Oriole_0038_795818.jpg,Icterus parisorum,"What is scientific name of Bird in the image?

Options: A)Vireo atricapilla, B)Spizella pallida, C)Icterus parisorum, D)Leiothlypis celata.

Write the answer after writing ""The answer is:"""
52,Hooded_Oriole_0038_90575.jpg,Icterus cucullatus,"What is scientific name of Bird in the image?

Options: A)Spizella pallida, B)Icterus cucullatus, C)Vireo gilvus, D)Leiothlypis peregrina.

Write the answer after writing ""The answer is:"""
53,Orchard_Oriole_0075_91847.jpg,Icterus spurius,"What is scientific name of Bird in the image?

Options: A)Geothlypis philadelphia, B)Icterus spurius, C)Zonotrichia albicollis, D)Spizella pallida.

Write the answer after writing ""The answer is:"""
54,Hooded_Oriole_0074_91081.jpg,Icterus cucullatus,"What is scientific name of Bird in the image?

Options: A)Vireo solitarius, B)Icterus cucullatus, C)Zonotrichia querula, D)Geothlypis trichas.

Write the answer after writing ""The answer is:"""
55,Scott_Oriole_0010_795852.jpg,Icterus parisorum,"What is scientific name of Bird in the image?

Options: A)Icterus parisorum, B)Zonotrichia albicollis, C)Larus glaucescens, D)Passerina ciris.

Write the answer after writing ""The answer is:"""
56,Scott_Oriole_0045_92237.jpg,Icterus parisorum,"What is scientific name of Bird in the image?

Options: A)Zonotrichia querula, B)Icterus parisorum, C)Leiothlypis celata, D)Larus occidentalis.

Write the answer after writing ""The answer is:"""
57,Baltimore_Oriole_0083_89712.jpg,Icterus galbula,"What is scientific name of Bird in the image?

Options: A)Vireo philadelphicus, B)Icterus galbula, C)Setophaga tigrina, D)Geothlypis trichas.

Write the answer after writing ""The answer is:"""
58,Scott_Oriole_0012_795837.jpg,Icterus parisorum,"What is scientific name of Bird in the image?

Options: A)Geothlypis philadelphia, B)Icterus parisorum, C)Spizella pallida, D)Zonotrichia leucophrys.

Write the answer after writing ""The answer is:"""
59,Orchard_Oriole_0084_91658.jpg,Icterus spurius,"What is scientific name of Bird in the image?

Options: A)Setophaga pinus, B)Geothlypis philadelphia, C)Icterus spurius, D)Larus californicus.

Write the answer after writing ""The answer is:"""
60,Heermann_Gull_0100_45440.jpg,Larus heermanni,"What is scientific name of Bird in the image?

Options: A)Geothlypis philadelphia, B)Zonotrichia albicollis, C)Larus heermanni, D)Vireo gilvus.

Write the answer after writing ""The answer is:"""
61,Heermann_Gull_0071_45735.jpg,Larus heermanni,"What is scientific name of Bird in the image?

Options: A)Passerina ciris, B)Larus heermanni, C)Vireo flavifrons, D)Geothlypis trichas.

Write the answer after writing ""The answer is:"""
62,Heermann_Gull_0059_45642.jpg,Larus heermanni,"What is scientific name of Bird in the image?

Options: A)Larus heermanni, B)Setophaga tigrina, C)Vireo olivaceus, D)Corvus albicollis.

Write the answer after writing ""The answer is:"""
63,Glaucous_Winged_Gull_0126_44761.jpg,Larus glaucescens,"What is scientific name of Bird in the image?

Options: A)Larus glaucescens, B)Leiothlypis celata, C)Spizella breweri, D)Setophaga pensylvanica.

Write the answer after writing ""The answer is:"""
64,Glaucous_Winged_Gull_0034_44625.jpg,Larus glaucescens,"What is scientific name of Bird in the image?

Options: A)Icterus galbula, B)Geothlypis philadelphia, C)Zonotrichia querula, D)Larus glaucescens.

Write the answer after writing ""The answer is:"""
65,California_Gull_0114_41267.jpg,Larus californicus,"What is scientific name of Bird in the image?

Options: A)Larus californicus, B)Leiothlypis peregrina, C)Icterus cucullatus, D)Corvus brachyrhynchos.

Write the answer after writing ""The answer is:"""
66,Western_Gull_0062_53538.jpg,Larus occidentalis,"What is scientific name of Bird in the image?

Options: A)Geothlypis formosa, B)Zonotrichia albicollis, C)Larus occidentalis, D)Icterus parisorum.

Write the answer after writing ""The answer is:"""
67,Herring_Gull_0140_46455.jpg,Larus argentatus,"What is scientific name of Bird in the image?

Options: A)Spizella pusilla, B)Passerina ciris, C)Larus argentatus, D)Geothlypis formosa.

Write the answer after writing ""The answer is:"""
68,Slaty_Backed_Gull_0087_786374.jpg,Larus schistisagus,"What is scientific name of Bird in the image?

Options: A)Larus schistisagus, B)Corvus ossifragus, C)Leiothlypis celata, D)Vireo olivaceus.

Write the answer after writing ""The answer is:"""
69,Herring_Gull_0139_47006.jpg,Larus argentatus,"What is scientific name of Bird in the image?

Options: A)Larus argentatus, B)Setophaga petechia, C)Vireo flavifrons, D)Corvus corax.

Write the answer after writing ""The answer is:"""
70,Heermann_Gull_0034_45693.jpg,Larus heermanni,"What is scientific name of Bird in the image?

Options: A)Leiothlypis peregrina, B)Passerina cyanea, C)Larus heermanni, D)Geothlypis philadelphia.

Write the answer after writing ""The answer is:"""
71,Herring_Gull_0114_46956.jpg,Larus argentatus,"What is scientific name of Bird in the image?

Options: A)Larus argentatus, B)Spizella pallida, C)Corvus ossifragus, D)Icterus spurius.

Write the answer after writing ""The answer is:"""
72,Ring_Billed_Gull_0071_52845.jpg,Larus delawarensis,"What is scientific name of Bird in the image?

Options: A)Larus delawarensis, B)Leiothlypis ruficapilla, C)Spizella passerina, D)Vireo atricapilla.

Write the answer after writing ""The answer is:"""
73,Slaty_Backed_Gull_0038_796044.jpg,Larus schistisagus,"What is scientific name of Bird in the image?

Options: A)Spizella pusilla, B)Larus schistisagus, C)Passerina amoena, D)Zonotrichia albicollis.

Write the answer after writing ""The answer is:"""
74,Heermann_Gull_0074_45351.jpg,Larus heermanni,"What is scientific name of Bird in the image?

Options: A)Larus heermanni, B)Icterus galbula, C)Geothlypis philadelphia, D)Spizella pusilla.

Write the answer after writing ""The answer is:"""
75,Glaucous_Winged_Gull_0133_44738.jpg,Larus glaucescens,"What is scientific name of Bird in the image?

Options: A)Passerina ciris, B)Vireo flavifrons, C)Larus glaucescens, D)Setophaga pinus.

Write the answer after writing ""The answer is:"""
76,Western_Gull_0042_53843.jpg,Larus occidentalis,"What is scientific name of Bird in the image?

Options: A)Larus occidentalis, B)Zonotrichia albicollis, C)Spizella passerina, D)Corvus corax.

Write the answer after writing ""The answer is:"""
77,Glaucous_Winged_Gull_0066_44669.jpg,Larus glaucescens,"What is scientific name of Bird in the image?

Options: A)Setophaga pensylvanica, B)Larus glaucescens, C)Vireo gilvus, D)Geothlypis formosa.

Write the answer after writing ""The answer is:"""
78,California_Gull_0034_41548.jpg,Larus californicus,"What is scientific name of Bird in the image?

Options: A)Passerina amoena, B)Icterus parisorum, C)Vireo gilvus, D)Larus californicus.

Write the answer after writing ""The answer is:"""
79,Glaucous_Winged_Gull_0124_44663.jpg,Larus glaucescens,"What is scientific name of Bird in the image?

Options: A)Zonotrichia albicollis, B)Leiothlypis ruficapilla, C)Setophaga petechia, D)Larus glaucescens.

Write the answer after writing ""The answer is:"""
80,Orange_Crowned_Warbler_0111_168040.jpg,Leiothlypis celata,"What is scientific name of Bird in the image?

Options: A)Geothlypis trichas, B)Setophaga castanea, C)Corvus ossifragus, D)Leiothlypis celata.

Write the answer after writing ""The answer is:"""
81,Nashville_Warbler_0041_167534.jpg,Leiothlypis ruficapilla,"What is scientific name of Bird in the image?

Options: A)Leiothlypis ruficapilla, B)Spizella pallida, C)Geothlypis trichas, D)Icterus parisorum.

Write the answer after writing ""The answer is:"""
82,Orange_Crowned_Warbler_0078_167964.jpg,Leiothlypis celata,"What is scientific name of Bird in the image?

Options: A)Spizella pallida, B)Icterus galbula, C)Leiothlypis celata, D)Setophaga tigrina.

Write the answer after writing ""The answer is:"""
83,Orange_Crowned_Warbler_0038_168384.jpg,Leiothlypis celata,"What is scientific name of Bird in the image?

Options: A)Spizella breweri, B)Geothlypis formosa, C)Vireo solitarius, D)Leiothlypis celata.

Write the answer after writing ""The answer is:"""
84,Orange_Crowned_Warbler_0052_168013.jpg,Leiothlypis celata,"What is scientific name of Bird in the image?

Options: A)Setophaga tigrina, B)Larus glaucescens, C)Spizella pusilla, D)Leiothlypis celata.

Write the answer after writing ""The answer is:"""
85,Nashville_Warbler_0104_167096.jpg,Leiothlypis ruficapilla,"What is scientific name of Bird in the image?

Options: A)Vireo philadelphicus, B)Geothlypis trichas, C)Spizella breweri, D)Leiothlypis ruficapilla.

Write the answer after writing ""The answer is:"""
86,Tennessee_Warbler_0034_174854.jpg,Leiothlypis peregrina,"What is scientific name of Bird in the image?

Options: A)Passerina cyanea, B)Setophaga pensylvanica, C)Larus glaucescens, D)Leiothlypis peregrina.

Write the answer after writing ""The answer is:"""
87,Nashville_Warbler_0004_167146.jpg,Leiothlypis ruficapilla,"What is scientific name of Bird in the image?

Options: A)Zonotrichia albicollis, B)Passerina cyanea, C)Leiothlypis ruficapilla, D)Setophaga caerulescens.

Write the answer after writing ""The answer is:"""
88,Orange_Crowned_Warbler_0049_167974.jpg,Leiothlypis celata,"What is scientific name of Bird in the image?

Options: A)Vireo flavifrons, B)Icterus galbula, C)Leiothlypis celata, D)Passerina caerulea.

Write the answer after writing ""The answer is:"""
89,Tennessee_Warbler_0051_175015.jpg,Leiothlypis peregrina,"What is scientific name of Bird in the image?

Options: A)Leiothlypis peregrina, B)Zonotrichia querula, C)Larus argentatus, D)Geothlypis philadelphia.

Write the answer after writing ""The answer is:"""
90,Nashville_Warbler_0098_167293.jpg,Leiothlypis ruficapilla,"What is scientific name of Bird in the image?

Options: A)Spizella pallida, B)Leiothlypis ruficapilla, C)Larus californicus, D)Corvus corax.

Write the answer after writing ""The answer is:"""
91,Nashville_Warbler_0037_167280.jpg,Leiothlypis ruficapilla,"What is scientific name of Bird in the image?

Options: A)Setophaga cerulea, B)Icterus spurius, C)Spizella breweri, D)Leiothlypis ruficapilla.

Write the answer after writing ""The answer is:"""
92,Orange_Crowned_Warbler_0079_168372.jpg,Leiothlypis celata,"What is scientific name of Bird in the image?

Options: A)Larus delawarensis, B)Leiothlypis celata, C)Vireo griseus, D)Zonotrichia albicollis.

Write the answer after writing ""The answer is:"""
93,Orange_Crowned_Warbler_0007_167545.jpg,Leiothlypis celata,"What is scientific name of Bird in the image?

Options: A)Leiothlypis celata, B)Larus californicus, C)Geothlypis philadelphia, D)Passerina cyanea.

Write the answer after writing ""The answer is:"""
94,Orange_Crowned_Warbler_0037_167687.jpg,Leiothlypis celata,"What is scientific name of Bird in the image?

Options: A)Corvus albicollis, B)Icterus cucullatus, C)Leiothlypis celata, D)Spizella pusilla.

Write the answer after writing ""The answer is:"""
95,Nashville_Warbler_0129_167053.jpg,Leiothlypis ruficapilla,"What is scientific name of Bird in the image?

Options: A)Vireo solitarius, B)Geothlypis trichas, C)Leiothlypis ruficapilla, D)Spizella pallida.

Write the answer after writing ""The answer is:"""
96,Orange_Crowned_Warbler_0027_168381.jpg,Leiothlypis celata,"What is scientific name of Bird in the image?

Options: A)Passerina ciris, B)Geothlypis philadelphia, C)Leiothlypis celata, D)Spizella passerina.

Write the answer after writing ""The answer is:"""
97,Tennessee_Warbler_0080_167714.jpg,Leiothlypis peregrina,"What is scientific name of Bird in the image?

Options: A)Corvus corax, B)Leiothlypis peregrina, C)Icterus spurius, D)Setophaga magnolia.

Write the answer after writing ""The answer is:"""
98,Orange_Crowned_Warbler_0113_167984.jpg,Leiothlypis celata,"What is scientific name of Bird in the image?

Options: A)Corvus albicollis, B)Leiothlypis celata, C)Setophaga magnolia, D)Icterus parisorum.

Write the answer after writing ""The answer is:"""
99,Orange_Crowned_Warbler_0087_168439.jpg,Leiothlypis celata,"What is scientific name of Bird in the image?

Options: A)Leiothlypis celata, B)Spizella breweri, C)Larus heermanni, D)Vireo philadelphicus.

Write the answer after writing ""The answer is:"""
